,model,grounding,generated_text,label
763,memnet,"Various other effects are also attributed to his ability to control the speed of molecular vibrations, including his ability to vibrate at speed to pass through objects.","yes , he ' s known for his ability to detect objects .",0
764,dodeca,"Though it belongs to the order Carnivora, the giant panda's diet is over 99% bamboo.","i ' ve never seen one , but i ' m sure they eat a lot of bamboo .",1
765,memnet,"Though it belongs to the order Carnivora, the giant panda's diet is over 99% bamboo.",giant pandas are the only species to eat bamboo .,0
766,dodeca,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.","i haven ' t , but i know it ' s a reality show .",1
767,memnet,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",that ' s awesome ! it ' s been around since the 1930 ' s .,0
768,dodeca,"Along with London's West End theatre, Broadway theatre is widely considered to represent the highest level of commercial theatre in the English-speaking world.","that is true , there are a lot of broadway theatres in london , they are considered to be the highest levels of commercial theater",0
769,memnet,"Along with London's West End theatre, Broadway theatre is widely considered to represent the highest level of commercial theatre in the English-speaking world.",broadway theatre is the most popular city in the united states .,0
770,dodeca,"Their name is taken from the New Found Glory song ""The Story So Far"".","well , their name was taken from a song called "" found glory "" . it ' s a pretty old song .",0
771,memnet,"Their name is taken from the New Found Glory song ""The Story So Far"".",they have a wide variety of songs . they formed in new glory in 1993 .,0
772,dodeca,"A beauty pageant or beauty contest is a competition that has traditionally focused on judging and ranking the physical attributes of the contestants, although some contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria.",have you ever been to beauty pageants ? it ' s a competition where judges judge physical attributes .,1
773,memnet,"A beauty pageant or beauty contest is a competition that has traditionally focused on judging and ranking the physical attributes of the contestants, although some contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria.",have you ever watched the beauty pageant ? it ' s a quiz competition .,0
774,dodeca,"Thus, the term ""circuit court"" is derived from the practice of having judges ride around the countryside each year on pre-set paths − circuits − to hear cases.","i am not sure , but the term circuit court has been around for a long time .",1
775,memnet,"Thus, the term ""circuit court"" is derived from the practice of having judges ride around the countryside each year on pre-set paths − circuits − to hear cases.","i am not sure but the term "" court "" refers to the concept of riding a wave .",0
776,dodeca,"The tendency for women generally to outlive men can compound this, as can men in many societies marrying women younger than themselves.","it ' s not too bad . he was a great provider , and he outlived most men , so it wasn ' t too hard for me .",1
777,memnet,"The tendency for women generally to outlive men can compound this, as can men in many societies marrying women younger than themselves.","i am not sure , but i do know that women aren ' t allowed to outlive women .",0
778,dodeca,"Nicknamed ""Big George"", he is a two-time world heavyweight champion and an Olympic gold medalist.",he was a two time world champion and a gold medalist,1
779,memnet,"Nicknamed ""Big George"", he is a two-time world heavyweight champion and an Olympic gold medalist.",he was the most successful athlete in the world .,0
780,dodeca,They are the largest order of arachnids and rank seventh in total species diversity among all other orders of organisms.,i would love to see that ! spiders are the 7th most diverse species of insects .,0
781,memnet,They are the largest order of arachnids and rank seventh in total species diversity among all other orders of organisms.,"yes , they are the seventh largest arachnids in the world .",0
782,dodeca,"Ravioli (plural form; singular: ""raviolo"") are a type of dumpling composed of a filling sealed between two layers of thin pasta dough.",i love it too ! it ' s a dumpling with a filling inside .,1
783,memnet,"Ravioli (plural form; singular: ""raviolo"") are a type of dumpling composed of a filling sealed between two layers of thin pasta dough.",i love them too ! they are a type of dumpling consisting of two layers of dumpling .,0
784,dodeca,"Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",he was famous for his work on quantum mechanics .,0
785,memnet,"Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",he was born in 1942 and died in 1942 .,0
786,dodeca,"Since the time of the Roman Empire, broccoli has been considered a uniquely valuable food among Italians.",i ' m not sure but since roman times it has been a very valuable food .,1
787,memnet,"Since the time of the Roman Empire, broccoli has been considered a uniquely valuable food among Italians.","i ' m not sure , but it is regarded as the most important food in the world .",0
788,dodeca,"Its southern terminus is at U.S. 441 on the boundary between Great Smoky Mountains National Park and the Cherokee Indian Reservation in North Carolina, from which it travels north to Shenandoah National Park in Virginia.","it is beautiful , it is at the southern terminus of the great smoky mountain national park",0
789,memnet,"Its southern terminus is at U.S. 441 on the boundary between Great Smoky Mountains National Park and the Cherokee Indian Reservation in North Carolina, from which it travels north to Shenandoah National Park in Virginia.",it ' s a great place to visit . it runs through the rocky mountains .,0
790,dodeca,"According to the 2010 United States Census, the city had a population of 1,197,816.","yes , according to 2010 the city has a population over 1 . 197 . 816",1
791,memnet,"According to the 2010 United States Census, the city had a population of 1,197,816.","i ' m not sure , but the city had a population of 947 , 890 .",0
